id,title,artists,pp_artist,k7_cluster_label
0fcLTshOBRc4gHsAAoU4o2,Balance,['Basha'],Basha,0
1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,['The Weeknd'],The Weeknd,6
0AqZwGZDiuEVcnNH7HFuZH,You're Just Drunk,['Johnny Orlando'],Johnny Orlando,2
6A6rtRemncYRWtxjXaIPfw,Save Me,['TALK'],TALK,1
73UjiaN8rt0l2WMLbmPdUy,Letting Go,['Jordan Hart'],Jordan Hart,1
2vI1BaR12gW5RHz5onhKvO,Wild Ride,['Once A Tree'],Once A Tree,1
2cW6YjxfNnDycOoE95xwfa,Party 22,['Lilyisthatyou'],Lilyisthatyou,4
7H3IIcQXaAs2bu7CztNL9k,You Lie You Die,['Charlotte Cardin'],Charlotte Cardin,6
5qlH5wlmFuDQ7t9yyLeRH6,Small Talk,['Dear Rouge'],Dear Rouge,6
39ZSr9sYegoaqybVsWT4QC,Don’t Break (My Soul),['Preston Pablo'],Preston Pablo,1
4ZtFanR9U6ndgddUvNcjcG,good 4 u,['Olivia Rodrigo'],Olivia Rodrigo,4
4M2RxI5ZVWmyyc2Rle1Dax,Better Off Without You,['AJA'],AJA,6
35COLcFjvONwVv6jkG23gI,Boys Don't Cry,['Anitta'],Anitta,4
2SLwbpExuoBDZBpjfefCtV,Out of Time,['The Weeknd'],The Weeknd,6
2QLdrqojYq2yRKHqv6tXh1,Sooner Or Later,['Years & Years'],Years & Years,3
2mCtLEJmnn1JiY2IQGUCy4,moshpit,['renforshort'],renforshort,6
6QLNcOI6YCqdLAS6GLWXMj,Head on Fire,"['Griff', 'Sigrid']",Griff / Sigrid,6
50ZFpw2wS6ERvLmW8TINhq,Beg For You (feat. Rina Sawayama),"['Charli XCX', 'Rina Sawayama']",Charli XCX / Rina Sawayama,6
7v9Ne4758aGFfFc5avh89h,Let's Dance to Joy Division,['The Wombats'],The Wombats,2
5xoUgPXbMNUmoHU0Enwtwq,She Moves In Her Own Way,['The Kooks'],The Kooks,4
6U5hUX40OWY6l0HaPUWElZ,Banquet,['Bloc Party'],Bloc Party,6
4KspXoCVJXGY1VrvEe1Hdm,Don't Look Back into the Sun,['The Libertines'],The Libertines,4
3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,['Arctic Monkeys'],Arctic Monkeys,2
2DrGEaqoruCSn0FffWCf5O,A-Punk,['Vampire Weekend'],Vampire Weekend,4
13bEwk7dTy0RdOAY3ZNNBD,Golden Touch - Full Length,['Razorlight'],Razorlight,6
56NkIxSZZiMpFP5ZNSxtnT,Someday,['The Strokes'],The Strokes,2
2PLi7OmleXPNBrGLon3sUy,Sweet Disposition,['The Temper Trap'],The Temper Trap,4
3Ehxf88npHMLIBEIM7Klus,Dog Days Are Over,['Florence + The Machine'],Florence + The Machine,4
7BHPGtpuuWWsvE7cCaMuEU,Naive,['The Kooks'],The Kooks,6
6ebxt3Iylxe0GcEuUGlIvb,Dreaming of You,['The Coral'],The Coral,4
20I8RduZC2PWMWTDCZuuAN,Take Me Out,['Franz Ferdinand'],Franz Ferdinand,4
1CZw0Lymzi2Lvy1XZ6rXh5,Oxford Comma,['Vampire Weekend'],Vampire Weekend,6
4xlEKYv7HmC8zXoJIbpZKM,"Steady, As She Goes",['The Raconteurs'],The Raconteurs,4
0fPf9CDFzVnHpcfld5XVtO,You've Got The Love,['Florence + The Machine'],Florence + The Machine,6
6hy7ONYlFybtQ1bX6eoXlt,Take Your Mama,['Scissor Sisters'],Scissor Sisters,6
7kzKAuUzOITUauHAhoMoxA,Last Nite,['The Strokes'],The Strokes,6
0yEhNqCwEfy8LHUmnZoHpP,Bohemian Like You,['The Dandy Warhols'],The Dandy Warhols,6
70wYA8oYHoMzhRRkARoMhU,When You Were Young,['The Killers'],The Killers,4
4dyx5SzxPPaD8xQIid5Wjj,Young Folks,['Peter Bjorn and John'],Peter Bjorn and John,6
0xOeB16JDbBJBJKSdHbElT,Rebellion (Lies),['Arcade Fire'],Arcade Fire,2
19CIsQ1HElu4XHdLCMlSqu,Not Nineteen Forever,['Courteeners'],Courteeners,4
0cBPuDA3xUjR4Vh9o7CKy8,Home,['Edward Sharpe & The Magnetic Zeros'],Edward Sharpe & The Magnetic Zeros,1
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,['The Killers'],The Killers,4
47TQjzeG4KI0XWWb0wkbri,Australia,['The Shins'],The Shins,4
20j7B6mL9gnNvG3ic6Vwh5,Hate To Say I Told You So,['The Hives'],The Hives,2
6BqWhxll86CGGE6WxgdRqG,Golden Skans,['Klaxons'],Klaxons,4
0bXhjlgUddDlJzHOeVM4Tq,Never Miss A Beat,['Kaiser Chiefs'],Kaiser Chiefs,2
7mAF2MJdbNT75VrVcgwT6F,Hounds of Love,['The Futureheads'],The Futureheads,4
1TF8mSG5YHyaS4o3NeBSAo,Munich,['Editors'],Editors,4
4XTuSMs47SIg35KxhNIUGe,White Winter Hymnal,['Fleet Foxes'],Fleet Foxes,1
0iTpQYzJnYgh7kIxyq8A2O,Two Weeks,['Grizzly Bear'],Grizzly Bear,4
0pzjcWYkyynxhONSm5C8Cu,My Doorbell,['The White Stripes'],The White Stripes,6
5b3tNx2EVtk46PEub55iLq,Men's Needs,['The Cribs'],The Cribs,6
1jJci4qxiYcOHhQR247rEU,Kids,['MGMT'],MGMT,2
4J4LjEe33yN6gLmPib0nqz,Time for Heroes,['The Libertines'],The Libertines,4
0nCAVzknkzRXRgB6LhRv04,Molly's Chambers,['Kings of Leon'],Kings of Leon,6
2fAIfPLrPUTW1AmJRR428Q,Ruby,['Kaiser Chiefs'],Kaiser Chiefs,6
1khoSOxg6VHzvRlVkczrbl,Sticks 'N' Stones,['Jamie T'],Jamie T,4
6UH0zVh1sY3SaenL1ndIr9,Bang Bang You're Dead,['Dirty Pretty Things'],Dirty Pretty Things,4
5K8XZSzgZvibEVUb9PY3AF,All My Friends - Edit,['LCD Soundsystem'],LCD Soundsystem,6
1KbagD47zTS1PnmS8iKPIK,Apply Some Pressure,['Maximo Park'],Maximo Park,4
7H71gZwWs3xPWnHM30NDUp,Mykonos,['Fleet Foxes'],Fleet Foxes,1
6PwjJ58I4t7Mae9xfZ9l9v,Somebody Told Me,['The Killers'],The Killers,4
0hd4rC19ldUBmabhSHxiwS,Standing In the Way of Control,['Gossip'],Gossip,6
33YXSNBTg2KvbGur2E1XUw,On Call,['Kings of Leon'],Kings of Leon,4
75D3n6wnFQmu1HVmLAlWM4,I Predict A Riot,['Kaiser Chiefs'],Kaiser Chiefs,4
5PZK7nZBsKjSkXDszKrJ1W,Hard to Beat,['Hard-FI'],Hard-FI,6
6y20BV5L33R8YXM0YuI38N,No One Knows,['Queens of the Stone Age'],Queens of the Stone Age,4
6bS7DqTuzrpkluB7boWmw2,America,['Razorlight'],Razorlight,2
7hApGgP4BCDPUzJNlsnUxz,Hang Me Up to Dry,['Cold War Kids'],Cold War Kids,2
2lwwrWVKdf3LR9lbbhnr6R,Float On,['Modest Mouse'],Modest Mouse,6
3FtYbEfBqAlGO46NUDQSAt,Electric Feel,['MGMT'],MGMT,3
0K5I39R4ehtSCBDLktWyNY,Kiss With A Fist,['Florence + The Machine'],Florence + The Machine,4
0NslHuacjxQYfUTOW3HCIV,New Slang - 2021 Remaster,['The Shins'],The Shins,1
5A1FmxbYVRZKy4nc16MAue,Sex on Fire,['Kings of Leon'],Kings of Leon,4
4baAwbpkroYCwSIlaqzNXy,Shoot the Runner,['Kasabian'],Kasabian,2
5uB85PzlWrnNnxL2A1TcKD,Pass It On,['The Coral'],The Coral,4
24KqWcpyrY1COcRPYt2ef5,Oh My God,['Kaiser Chiefs'],Kaiser Chiefs,4
4iG2gAwKXsOcijVaVXzRPW,Time to Pretend,['MGMT'],MGMT,3
4G21jWo0Cm6lOIUNnZ2mUI,Such Great Heights - Remastered,['The Postal Service'],The Postal Service,4
3PbsDnKdrZY0ttX7VE9s5R,Underdog,['Kasabian'],Kasabian,2
3GNTPWY8u9WBdTrf6Jx5f6,Flux,['Bloc Party'],Bloc Party,4
1YhzlKAGZCgFmu3maqDQtl,My Delirium,['Ladyhawke'],Ladyhawke,2
4CqwfZVFedGhoVnYeAiaRH,Rabbit Heart (Raise It Up),['Florence + The Machine'],Florence + The Machine,2
0x7L1Jp3nvOeaKVg0GGSyt,Geraldine,['Glasvegas'],Glasvegas,2
6S8QauFt4SrZbEDD4gzlCd,Sheila,['Jamie T'],Jamie T,6
6fcZNs8sOkLwMK2NPzfVWC,I'm Not Gonna Teach Your Boyfriend How To Dance With You,['Black Kids'],Black Kids,2
5dvBeCMTzUNjyWIcuykzyh,Everyday I Love You Less And Less,['Kaiser Chiefs'],Kaiser Chiefs,4
2DFRFqWNahKtFD112H2iEZ,Do You Realize??,['The Flaming Lips'],The Flaming Lips,2
2YIOkqKgg3jZEFoL5qcEPT,The Rat,['The Walkmen'],The Walkmen,4
7cDbqFvw45zdLHGltdb1g9,The Underdog,['Spoon'],Spoon,2
6WrnSlcN0dzTO80mVVbBto,Do You Want To,['Franz Ferdinand'],Franz Ferdinand,2
5eUS6rHmHP5T1A3zZwyG50,40 Day Dream,['Edward Sharpe & The Magnetic Zeros'],Edward Sharpe & The Magnetic Zeros,6
0hDQV9X1Da5JrwhK8gu86p,Maps,['Yeah Yeah Yeahs'],Yeah Yeah Yeahs,2
4jU7NPkz4HVnM4hweqNhI1,Blue Orchid,['The White Stripes'],The White Stripes,5
5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,['Empire of the Sun'],Empire of the Sun,6
1mvyqSb1tOvtVP1qfWEyPa,1901,['Phoenix'],Phoenix,4
3cUUVRG0w6BmUgd4Jvq7MZ,Wairau Bay,['Duke Boara'],Duke Boara,0
1BbXlbs8pWeYI2yGpGhuzA,Erase,"['Ben Böhmer', 'lau.ra']",Ben Böhmer / lau.ra,1
2Zk9i8ayiwYLZIEJemuhl9,Moment,"['PaulWetz', 'Dillistone']",PaulWetz / Dillistone,5
5NfgFRdfNQ4HFVPGRoVMU6,Designer Love - Short Version,['MARIA Die RUHE'],MARIA Die RUHE,0
3kKhaaIjqGMcOVhl5r36Ap,Reflections,['TWO LANES'],TWO LANES,1
6ymVxYG0UHqIjXmclbE1cu,Waves (feat. Grace Tither),"['BLOND:ISH', 'Grace Tither']",BLOND:ISH / Grace Tither,6
4WyhOKXtCkNVcgfTBpYaxm,Ronda,['Christian Löffler'],Christian Löffler,1
5NOroGtZSBsdCid7axlyXj,Boats,['Xinobi'],Xinobi,0
05rQuHa8lWk9PTpQUqcO31,Jakarta,['Bonsaye'],Bonsaye,1
6YzXlsjXVZTwUoKSwHZsuF,Solid Gold Love,"['Sultan + Shepard', 'Richard Walters']",Sultan + Shepard / Richard Walters,0
27cgqh0VRhVeM61ugTnorD,These Things Will Come To Be,['DJ Seinfeld'],DJ Seinfeld,0
6kiVi4iXhooHmaty1G5vV5,Renaissance - Manuel Riva Remix,"['Maxim Lany', 'Manuel Riva']",Maxim Lany / Manuel Riva,0
2CRstAyBVOOD1nQKOt7kox,Reflections - il:lo Remix,"['TWO LANES', 'il:lo']",TWO LANES / il:lo,0
2V2SVDQIt2QgUENzNdVCjI,Sunrays,['AK'],AK,1
6ezV370O6dVoAf9DtRK4X9,2005 NYE,['Model Man'],Model Man,1
6tzJUHESntwmwNBJF4R5jD,Moss,['Tim Green'],Tim Green,0
3gXM39jnW18uL5Zyg47wXN,All Inclusive,"['Pool Boy', 'Cyril Hahn']",Pool Boy / Cyril Hahn,2
0owkRiLsjtXe3JKYxt9tf5,Far Away,"['jackLNDN', 'ZEMBU']",jackLNDN / ZEMBU,1
07mpkMEJczVv3rXW0m5cmG,Into The Sun,"['Damian Lazarus', 'Jem Cooke']",Damian Lazarus / Jem Cooke,6
1TS3hIyeGdWqeBQyj5HgoT,Broken Parts,['Eli & Fur'],Eli & Fur,0
22UDmbP8eiz97tNyACphRl,Ordel,"['Parra for Cuva', 'Beau Diako', 'Kyson']",Parra for Cuva / Beau Diako / Kyson,1
0mqObq0LCWmM0P0zLQd1eh,Moment In Time,"['Icarus', 'Jamie N Commons']",Icarus / Jamie N Commons,2
05GiEzky4rkUc2aS95qaUr,I Never Really Cared,['Stoto'],Stoto,1
6mIce4eaRg6UOFHABNX2xL,Gravity (with Delhia De France),"['Monkey Safari', 'Delhia De France']",Monkey Safari / Delhia De France,0
0Kavkt38dZ0P4G2zSYHb6E,Yuregine Deprem,"['Buddha-Bar', 'Ali Kuru']",Buddha-Bar / Ali Kuru,0
23jieIC481GBJSSisCISOj,Sumatra - Lstn Remix,"['Nora Van Elken', 'Lstn']",Nora Van Elken / Lstn,0
1mqPLbDc8DCRlTuyF26ste,Renaissance,['Honeydripper'],Honeydripper,0
6dOLWS1ee89ZezU4aRnpaX,Your Love,['Qrion'],Qrion,0
24k7TLEAWLGSdguQbvn2dW,Desde el Underground,['Wally Lopez'],Wally Lopez,6
5fSvk20cTpQHrHWRpolpoS,The Same,['Roudeep'],Roudeep,0
4xpTM1MCKhY91OGiOhHNf5,Feed The Fire - Kassian Remix,"['SG Lewis', 'Lucky Daye', 'Kassian']",SG Lewis / Lucky Daye / Kassian,0
6wSH047nyWHvlasvivVeMK,Peaceful Groove,['Teen Daze'],Teen Daze,1
5cZhGl84mK2JzltfSzqJR9,Can’t Quite Understand,['Chris Malinchak'],Chris Malinchak,0
2W9zh4QNFmuOyKHbtYYNm0,Another Time,"['TWO LANES', 'Kwesi']",TWO LANES / Kwesi,1
2UmiXqJJ3qQooP5pUuiI0W,Attraction,['JYYE'],JYYE,2
4QIhWFO2vfdJtDKRpyD9DP,Remember,['King Henry'],King Henry,1
3pNnSLPQUHxUrLMoiMNN6d,Captivated,"['LTN', 'Ghostbeat', 'Nina Carr']",LTN / Ghostbeat / Nina Carr,0
1GuU6PQkEwhS6slsbuIKGz,Garden Of 3Den - Edit,"['BLOND:ISH', 'Rowee']",BLOND:ISH / Rowee,0
5dHMA3NFsOyFKGJ7ML8hO1,Equals,"['Jasper Tygner', 'Joe Hertz']",Jasper Tygner / Joe Hertz,0
1E66GmDYqz4CSEVDtFjcd3,Dingane,['Bantwanas'],Bantwanas,0
1ek1kNO1a5EJCNIUvNs5XI,When The World Stops Turning - Quiet Mix,['Chris Malinchak'],Chris Malinchak,2
3SYO8wU4bEgIYt7AeGRIwG,Nightwhisper,"['Jody Wisternoff', 'James Grant']",Jody Wisternoff / James Grant,0
1UabDxiLk78adOCYuQzhpu,Alfa - Original Mix,['Crackazat'],Crackazat,0
51m6hGfXZwpx9YBbcryUpD,Reminds Me Of Her,['Honeydripper'],Honeydripper,0
2zdqREDAOMvugQI0UObaAK,Ardour,['Into The Ether'],Into The Ether,0
3lO0pDU05FgTwIKPvdaacs,The Prey,['Monolink'],Monolink,1
0Jb3Kq7oDqRznHPIcrQpiX,Fibonacci,['Nora En Pure'],Nora En Pure,3
2ogG50cmJxJ6P8aRnQ8u7s,Dancing Queen,['Tobias Bergson'],Tobias Bergson,6
3jlFMDKI3hjKvqzXry1Yq1,Oasis,['Attom'],Attom,4
3jOZEvgu6UoEp77kzJjfHS,And Then You Came,"['FERR', 'Ferry Corsten', 'Maria Marcus']",FERR / Ferry Corsten / Maria Marcus,3
0HWtI9cjfnVzU0q3hHc0ph,Be Patient,['Loverground'],Loverground,1
3cGYeXxZTPqmxaZ27JUJsD,Of Sea,"['Nuage', 'Omfeel']",Nuage / Omfeel,0
57UWfCanZsaBLtKVdceMOp,Wasting Love,['SRTW'],SRTW,1
0riJCeCbLqBwoVSnG3FMXM,Indigo,['Braxton'],Braxton,0
3HnJq0iCE0bVO1yYFxNX1C,Ibiza Blue,['Sue Avenue'],Sue Avenue,0
6NWAAl3Awelh8I7cs4ud2w,Evaporate ft. PaulWetz - Edit,"['Durante', 'PaulWetz']",Durante / PaulWetz,6
1d3bEVe13VwmXu1l7ALKJa,Let Go,['Girls of the Internet'],Girls of the Internet,0
4kVs5d1P8daSnqzPEWoPZC,Rio Secreto,['BLOND:ISH'],BLOND:ISH,0
1xtAsTz9HdPJX20KUlQ3sB,indulge,['poolsideconvo'],poolsideconvo,5
2kR767iKcK2QDDSMUvvhk6,Orchidea,['M.O.S.'],M.O.S.,0
29noX0FL5ZMDF5bg77G52G,Hold On,['Jarami'],Jarami,5
7vj41CP4k5JEn5zxLDGh8K,Arrows,['Scuba'],Scuba,0
5idD707HmiYqTU8TifpPc8,with you,['dj poolboi'],dj poolboi,0
6qraMlY4ZvQCkWF1Q9Uk9A,Going Down - Original Mix,['Col Lawton'],Col Lawton,0
32f7Fo5iMUHon398z6P3JK,(i am) here,['offrami'],offrami,1
6n9S8Xb2FzvKsHnsZczfm4,Turning My Head,['Anja Schneider'],Anja Schneider,0
3zQwLgmWd0CDRIKZXq9WsW,Takume,['INNX'],INNX,0
6KYAD5ruYEBECCZ7cmrZgl,Never - Colyn Remix,"['Joris Voorn', 'Colyn']",Joris Voorn / Colyn,0
6cyzz6IwvfjbPiNreeMhZ0,Remember to Love - Extended Mix,"['Lee Wilson', 'Sattam']",Lee Wilson / Sattam,0
6H0rnN9KQ3QVvAFgGKH4nq,Wait For You,['Bound to Divide'],Bound to Divide,0
1hgWPFzfyUuKPSieELghgg,Basic Juno,['Ian Pooley'],Ian Pooley,0
0Keuz1iGQsOdIxqsdbKanO,Pura Vida,['Yulia Niko'],Yulia Niko,0
4U6DkNEUHQgfgu8jm162on,Cultivating Yucca,['Manuel Darquart'],Manuel Darquart,0
1xltPGjeNgtjO8zLHZ6mCf,Cameo,['Guy Gerber'],Guy Gerber,0
0OHMCa0Rkui2VLkQxgVpVs,Silhouette,"['Cornelius SA', 'Sebee']",Cornelius SA / Sebee,0
2J9KQeK7V5eoE1xK7DZLbO,Я Рядом,['Roudeep'],Roudeep,1
4WpbJlrScdfbCilNSJKLRt,My Lullaby for You,"['Nina Kraviz', 'Bara Nova']",Nina Kraviz / Bara Nova,0
2b4xMVXYYIIbWjDLSy1Wcv,tu tienes mi corazón,['dj poolboi'],dj poolboi,0
6dtObPFRUZ4eKsZZCp9ddZ,Hide and Seek,['Session Victim'],Session Victim,1
73X9X7kDgsm4YeHpc8prf6,Apricots,['Bicep'],Bicep,0
5d9OZu7Px4mitpFamQiV7l,Bedside,['Honeydripper'],Honeydripper,3
17GYXmglkF2qLMrOhR915Z,How Do I Love You,"['Infinity Ink', 'Yasmin']",Infinity Ink / Yasmin,1
4uSXZyqR4NCZ86BHcO5vIR,Change The Line,['Josh Butler'],Josh Butler,0
4ztZ2DZsuwUbaeQdvpY78Z,Resurface,['Luke Alessi'],Luke Alessi,0
5h9PBWm5EZmOORfkFGnMpv,Canvey Island,['Wayward'],Wayward,0
7I1e5uMItJ9kiTWFyUayVs,Swim,['Hugo Mari'],Hugo Mari,0
2kvJDwV4Mfm2ItUUMmkzSx,L'owè L'owè,"['DJ Qness', 'Dele Sosimi']",DJ Qness / Dele Sosimi,0
6q0VRNXzaJssSM1V4zd6uR,Mountain - Tornado Wallace Remix,"['Damian Lazarus', 'Tornado Wallace']",Damian Lazarus / Tornado Wallace,0
7KU1k3MVP8eFj81U3L85i8,Mars 500,['Chloé (Thévenin)'],Chloé (Thévenin),0
5td5z2iVZ8n9cF95pxXTVW,Lost in the Sun (feat. Ruth Royall),"['Because of Art', 'Ruth Royall']",Because of Art / Ruth Royall,4
7AiO8sAwdRa3Q4LdfVJ1TB,Tali,"['Pablo Bolivar', 'Garcia Smith']",Pablo Bolivar / Garcia Smith,0
6v6YqwH38kDXhTxPHGi1UN,Sinuous,['Warung'],Warung,6
3wNi79QD5Jkz9yWFSGEeBl,Memories,"['LJ MASE', 'Jodie Knight']",LJ MASE / Jodie Knight,1
6qoGexJZGrmeeNxFpk9RJ6,More Than You Thought,['LEGATO'],LEGATO,0
3DioyryIiTFOavvhrQ00G6,Surrender - Pablo Fierro Remix,"['Angelos', 'Jaidene Veda', 'Pablo Fierro']",Angelos / Jaidene Veda / Pablo Fierro,0
6QBP6d9mDyEGE1jnS3jWrO,Walk With Me,['Harry Wolfman'],Harry Wolfman,5
2y7ub6xp3e69lpr1eZHzEv,Deep -N- Dirty,['Rick Wade'],Rick Wade,0
1WVVHCbf9vWmb0dLI5ZGhB,Bouquet,['Lstn'],Lstn,0
4509YwOHu4aDFR8gagFuw1,Bring the Heat,['Herr Lang'],Herr Lang,0
1WZeyPexMk2LSa7ABz9wdZ,Protection - Hold Me Rework,['Col Lawton'],Col Lawton,1
7D6pcC9xM2HJl9A9XrHbYA,Rise & Shine,['Pureblue'],Pureblue,1
1o5ZPbk5NxzAODTs698XTz,Surrender,"['Angelos', 'Jaidene Veda']",Angelos / Jaidene Veda,0
5pwScWoXXIPhAeY90OY8Sd,Sorry I Hide in My Room,['Oporia'],Oporia,0
3awOKjYfWhKg9MqHZoN831,Alleghanys,['Mitch Oliver'],Mitch Oliver,0
75ZMW4hqyXQ2TgF6pL1Giz,Sun Salutations,['Breach'],Breach,0
01VCUpI3pgLJXDabXHUlyG,Perspective,['Harrison BDP'],Harrison BDP,0
2QLjto27aFe8gt0AjJC3zp,I'll be,['Banba'],Banba,0
6RkBU15iuIWpNA67pL4ZE7,Skyline,['Makebo'],Makebo,0
4avYediY0ck6jMfRK5LK6r,Magnetic,['Phil Anker'],Phil Anker,1
4xwUt1Ukkfc0b3DwsB3f2b,Interlaced,['Aleph One'],Aleph One,0
4yQRctOSENVDuXtLLndkbH,Depend On Me,"['Denton (UK)', 'Cathy Battistessa']",Denton (UK) / Cathy Battistessa,6
4zEbnQ59YXDeCC8Cc81pjc,Kunzite,['Hosini'],Hosini,0
6joasewIA9IiFRfPJPKu0A,Tapisl,['boys be kko'],boys be kko,0
3rI6J22xq3t8RDpxIOBo1C,Parallel 6,['Four Tet'],Four Tet,1
1hSjdeo8nyWJZO5nBO7rVC,Karabali,"['Kiko Navarro', 'Isis ""Apache"" Montero', 'Roque Martinez']","Kiko Navarro / Isis ""Apache"" Montero / Roque Martinez",6
5QeJCkBNHe6a8T5uusmqIv,Be Brave,['djimboh'],djimboh,0
6rAxlRdBTz4NzSZH3OnxjH,"It Was You, It Was Always You",['LEGATO'],LEGATO,0
4KyEeZwIuoFH0n68qvl35b,Aurora,['David Scott'],David Scott,1
6Y2T0AmowuhVjMkopssmQY,Flying Circles - Original Mix,['Rony Seikaly'],Rony Seikaly,0
3VedZEruDuibIF8oQONu5k,Satellite Girl,['Lee Burridge'],Lee Burridge,0
3mwjb8Ft1DJMOhqfW75Wac,One-Sided Love,['Claes Rosen'],Claes Rosen,0
3RsWr97TnDsUA4AMd2aiXB,Moment Scale - Dubmaster X Remix,['Silent Poets'],Silent Poets,0
5F8ZtPUBSVjNygbxNfp4vR,Simply Put,"['Bakai', 'Orah']",Bakai / Orah,6
6aAIl1SKNgDGcZXlh841N6,Natural Consequence,['9th House'],9th House,0
77PphOhe88ESixnOdJBfby,Just Us 2,['Vivra Verra'],Vivra Verra,0
5flc3EC89NJgZa1EuxaEr7,Just Forget The World,['Kieran Hemming'],Kieran Hemming,0
2u9o4jlbtzqdy2bsBX9FYK,Just,['Amtrac'],Amtrac,0
41FTrubQViaFrV6wNgf7M9,Fate,['Mark Hawkins'],Mark Hawkins,0
00i5lwTpbdEq3Cp9m3oB88,the mirror,['Fort Romeau'],Fort Romeau,0
3G6h7nE6eciZDrNVs6Mlov,Trilobit,['Dabeat'],Dabeat,0
3EMGPuLLcXxJkT8wipZjy9,For Now,"['Jako Diaz', 'Margret']",Jako Diaz / Margret,1
6SJZfclzkdmDt8ctjDDLbk,Bomalume,['China Charmeleon'],China Charmeleon,0
3sUV3UODz1JL2Bv4kkz6u1,Make a Wish,['Arina Mur'],Arina Mur,0
6BTrnCVnRpQCRWwXb0bIyc,Lotus,"['Dubfire', 'Kate Elsworth', 'Carl Craig']",Dubfire / Kate Elsworth / Carl Craig,0
4b7ip6Jw2XG8avLgM41kcl,Gira,['Monkey Safari'],Monkey Safari,0
2WlnczYDjRaMZNZCrCuxxo,Outro,['Qrion'],Qrion,0
4m4rGSD65TJeFqeA4CGcCT,Beat Cari,['CERO39'],CERO39,0
3qhJ26BGjhOLOFfdNtFOgd,Deserted Tree,['Djamil'],Djamil,1
61viWAXyKA61e0Gxv2j6Q6,Majika,['Heliotype'],Heliotype,2
5yBxMXMHbNiQWFeSezo9aK,Summer Rain,['Jesse Bru'],Jesse Bru,0
0VRRRETDAp4aubJJAlhXjH,Other Side,['Maya Jane Coles'],Maya Jane Coles,0
715rpC66hIERTuMWlcBmBl,Savoy,['Gavinco'],Gavinco,0
6skTPlJtkpqN7mM95QfsUD,When the Lights Are Out - Late Night Mix,['Maceo Plex'],Maceo Plex,0
3pMT96h7pwJMsRGsXwpyVU,Why So Blue? - Radio Edit,['Haider'],Haider,0
5f8jd7PHl0TNHycFqSAw47,Okinawa,['Nora Van Elken'],Nora Van Elken,0
2diSOKiCbQIslIZ8WsDCjI,Beautiful Nothing,['Just Her'],Just Her,0
2vHPrrFhhiSH5GZZcGRSFm,Onda,['Theo Kottis'],Theo Kottis,0
1Bii3LSvFNeRTrW4s0Kj4m,Inspired,"['Junior Sanchez', 'ANT LaROCK']",Junior Sanchez / ANT LaROCK,0
0Q93Bly24xaWk0WcqruOuD,Robots With Soul Part 3 - Original Mix,['Android Cartel'],Android Cartel,0
0AYA7mZrC4SvoB8Bq5E7yA,Live For The Music feat. Erire - Instrumental,['CamelPhat'],CamelPhat,0
7aUXv3MJYpYgcpVgJVbqaP,Dilla 4 Life,['Byron the Aquarius'],Byron the Aquarius,0
19iHk5XuK4BwNrEbqUCkxO,She's A Replicant - Afriqua Remix,"['Ben Rau', 'Afriqua']",Ben Rau / Afriqua,0
3KOdeL8kLUYBpM10XMZ2iy,Rewind,['Lorenzo De Blanck'],Lorenzo De Blanck,0
3rDWHrjqfd1oA7KtGPwvkJ,Ravenergy,['Jil Tanner'],Jil Tanner,0
4isQapTCsf1TvF9RkzfrCG,Odyssee - Pt. 2,['BLR'],BLR,0
0MuOQWH4N9C9jK44bzRTBQ,White Sky,['LYANE'],LYANE,0
1FTbeseqg1XrgTnPjhChjn,Tranquility,['Tommy Vercetti'],Tommy Vercetti,0
190I6kbDanvCla1KYDTojf,Somewhere - Dream Dub,"['Kid Fonque', 'Jonny Miller', 'Jaidene Veda']",Kid Fonque / Jonny Miller / Jaidene Veda,0
569WHNKLrlhueTZsAiegDm,Whole Lotta Groove,['Bauhouse'],Bauhouse,0
7z3RKkPmLeskg7NE5SkueF,Mamafaka,['Sindres'],Sindres,0
0SD82lVuflMLT8S4BamWtp,Viking,"['Adam Husa', 'M O N I T O R S']",Adam Husa / M O N I T O R S,0
6XuKWXObGRTtoe2NoO3xZA,Wake Me - Louie Vega & Joe Claussell Remix,"['Incognito', 'Louie Vega', 'Joaquin ""Joe"" Claussell']","Incognito / Louie Vega / Joaquin ""Joe"" Claussell",0
4K1uWOEOc35qp3uqvP5hls,Solace,['My Friend'],My Friend,0
6Diwqd0hI8ychp5DL5QVMb,Le Crocodile,['Fiin'],Fiin,3
1hdg5jyymn9UVOoqi9FY9o,Swing Theory - Radio Edit,['Sidney Charles'],Sidney Charles,0
3voYKTZwwDFjtae7VdJocv,Coyhaique,"['Gabriel Rocha', 'DJ PP']",Gabriel Rocha / DJ PP,0
1eroRaJQpttx9n9cki8bdg,Safe Place - Mixed,['Delano Smith'],Delano Smith,0
2CGaIWj2aaWdyCEVL7hVoa,What Can I Do,"['A-Trak', 'Loods']",A-Trak / Loods,0
6GiNEkzxsD0IQARCc6eHjE,Trace,['Tommy Tickle'],Tommy Tickle,3
0DWIaEumpHd41vATkCGUK2,SBCNCSLY,"['Black Coffee', 'Sabrina Claudio']",Black Coffee / Sabrina Claudio,0
