id,k6_cluster,k10_cluster,title,artists,pp_artist
2u0bS1KNtRjlRbADIfcAeI,2,6,MA$HIMARO,['Hash Swan'],Hash Swan
5MQqzMHkLwQQltVSE6ImXm,4,7,Simon Dominic,['Simon Dominic'],Simon Dominic
5RHVojIpyI9DeLIptTpn0M,2,9,Gondry,"['Primary', 'OHHYUK', 'Lim Kim']",Primary / OHHYUK / Lim Kim
1VIYKLkvM4OuB5GLJQ03xk,4,7,Supreme,['Reddy'],Reddy
0Yz3F0UGDibDe8uU69zmjn,2,6,And July,"['HEIZE', 'DEAN', 'dj friz']",HEIZE / DEAN / dj friz
45FcCgAXX520fyh4SYEdHE,4,7,$insa,"['Zion.T', 'C JAMM', 'Reddy', 'Xitsuh']",Zion.T / C JAMM / Reddy / Xitsuh
1kFTSniF8mxon9Fa01j6vF,4,7,Timeline,"['Andup', 'CRUCiAL STAR']",Andup / CRUCiAL STAR
6LqhBIdHAqzqqzQMiS4Yhw,4,7,I Call It Love,['Sik-K'],Sik-K
7mhCjPPDcw7DR5DIvYRcDX,4,7,Nice,"['Basick', 'G2', 'Hwa Sa']",Basick / G2 / Hwa Sa
3TPvrMAd1hbPRXuHCRX0Pl,2,9,AEAO,"['Dynamicduo', 'DJ Premier']",Dynamicduo / DJ Premier
0JmJFhp4w99qsUIE8bCi8h,0,5,PARACHUTE (Feat. OHHYUK & Dok2),"['CODE KUNST', 'OHHYUK', 'Dok2']",CODE KUNST / OHHYUK / Dok2
2kU8jORpeu3xCWAFYvLiPu,4,7,mohae (feat. Bolbbalgan4),"['San E', 'BOL4']",San E / BOL4
5kUXKfJWjvT29zcZ0yA9Ez,4,7,Ay (ft.Silly Boot),['Hash Swan'],Hash Swan
5pNzGecYW5qIYsP5IlUsUb,4,2,Better Life,['Sik-K'],Sik-K
6YvVEZVRB2OHU04MhUcSfn,2,6,PARADISE (Feat. FANXYCHILD),"['millic', 'Fanxy Child']",millic / Fanxy Child
2lEzKOtt7q64jQZ5meZsY8,4,7,Comfortable,"['Simon Dominic', 'GRAY', 'ONE']",Simon Dominic / GRAY / ONE
28WctYFXTOeQm4FTYgENyp,5,8,The Unknown Guest,['DEAN'],DEAN
1IYAhU8ZdnM9vXHMBW2gF4,4,7,Your Night,['Sik-K'],Sik-K
1WT5I6vlWjYW2cnhR1UkVA,2,6,Shut Up & Groove,"['HEIZE', 'DEAN']",HEIZE / DEAN
6mzF8HvHdVrzJNd8M1uFCS,5,0,Beautiful,['Crush'],Crush
1VrpAZL277l0gnTBhSd3TH,0,5,Sooljalee,['GIRIBOY'],GIRIBOY
62AE0Zae7OrkJ1NzA3BW0V,5,0,RING RING,"['Sik-K', 'Gaeko']",Sik-K / Gaeko
7LN1f9jAIu7yxBzsLMN7RB,4,2,Come Over,"['DEAN', 'Yerin Baek']",DEAN / Yerin Baek
5cGJjMhvFfx7UxZuWVOZ6M,2,6,Locked And Loaded (feat. Owen Ovadoz),"['nafla', 'Owen']",nafla / Owen
7187aqQ77ROGubLXO9Jv36,5,0,2411,['Crush'],Crush
5vUhgdhMKuwskRAxV7tv7K,4,7,1999,"['G2', 'GRAY']",G2 / GRAY
7lUc53tqqL4bHpupWAOqb2,2,6,Ma Fam,['PENOMECO'],PENOMECO
41lw42I7uyqwPEQOPZwcOG,5,0,Star,['HEIZE'],HEIZE
4q9JLlC3HIhN4CDC6KlpYK,2,6,iffy (Prod. GroovyRoom),"['Sik-K', 'pH-1', 'Jay Park']",Sik-K / pH-1 / Jay Park
4zl6iEb8BqLsvsupqcEsx9,4,7,우아해,['Crush'],Crush
22tAOnXPrSFOp2En3WcyyA,5,0,bath,['offonoff'],offonoff
3eHkFA3StDR9BU7EVrUFLs,4,7,WINE (Feat.Changmo) (Prod. SUGA),['SURAN'],SURAN
7Ejus6KV8TGeYQT2knIVg7,4,7,Chit Chat Ting,"['Sik-K', 'Herr Nayne']",Sik-K / Herr Nayne
1R9tAP3hxbcNaetXjGAZaz,4,7,Somebody Else,['Sik-K'],Sik-K
1UC9XtTAxdKQ5exirTg1PR,2,6,Henny,['Sik-K'],Sik-K
37HDcpu2mYtdvutpDvUmVC,4,7,A Lil Bit,"['Sik-K', 'Simon Dominic', 'The Quiett']",Sik-K / Simon Dominic / The Quiett
1ihIXI2MVklmJdPvIUxExZ,2,6,party (SHUT DOWN),"['Sik-K', 'Crush']",Sik-K / Crush
1F3QFP6UXUPUbgo1stlc0x,0,5,Have A Little Fun,"['Sik-K', 'DPR LIVE']",Sik-K / DPR LIVE
7pgxBn7bwuMXjVL0R8agyQ,2,6,Too Many,"['Sik-K', 'Jay Park']",Sik-K / Jay Park
2GCbsBlEEJvcZvbktoasen,4,7,FLY,['Sik-K'],Sik-K
5xcnqV4wBBZW81ieKR04wX,4,7,XYZ,['Sik-K'],Sik-K
7EOGIqRUHjsnDFoerUgBWY,0,5,Cheese & Wine,['DPR LIVE'],DPR LIVE
5WQC05Grv4VpCYYwKzJYzY,0,5,Laputa,"['DPR LIVE', 'Crush']",DPR LIVE / Crush
47UUNYT0lsDnX9EYHIBf3L,4,7,Right Here Right Now,"['DPR LIVE', 'Jay Park', 'Loco']",DPR LIVE / Jay Park / Loco
4tJl1AVYE6WFAWtuAEhxpM,2,6,Please,"['DPR LIVE', 'Dumbfoundead', 'G2', 'Keem Hyo-Eun']",DPR LIVE / Dumbfoundead / G2 / Keem Hyo-Eun
1PCkbjg2mFmrGAqdP8LB8F,2,2,To Myself,['DPR LIVE'],DPR LIVE
0c0Gf3FpG1NKKThB434Qbl,0,5,Know Me,"['DPR LIVE', 'DEAN']",DPR LIVE / DEAN
2BJpuAoDeQ1QuPvnryfAWK,0,5,No Promises,['A Boogie Wit da Hoodie'],A Boogie Wit da Hoodie
3AMnOVxEHUgVrythGgqPhI,0,5,Say A',['A Boogie Wit da Hoodie'],A Boogie Wit da Hoodie
5uQOauh47VFt3B2kV9kRXw,2,6,My Shit,['A Boogie Wit da Hoodie'],A Boogie Wit da Hoodie
6xxSBnRAip2HqvzoicwRhM,0,5,I Got a Stick,['YBN Nahmir'],YBN Nahmir
16qXgDYtEBOTC8elfnU975,0,5,Rubbin off the Paint,['YBN Nahmir'],YBN Nahmir
1K3LRUEcUz5FMtPYyg0F45,5,0,Ho Hey,['The Lumineers'],The Lumineers
7Ktt7hGxke6dEGNMDn5if2,2,9,The Cave,['Mumford & Sons'],Mumford & Sons
3QjpO5xOB9ErJ95AxT0h0r,2,9,Little Lion Man,['Mumford & Sons'],Mumford & Sons
0Z4nRVrHFIas7G26m4jFza,5,0,Suddenly,['Roy Kim'],Roy Kim
6pqKbOiVd58jcnxqIB10Ra,2,6,Amerika,['Young the Giant'],Young the Giant
6L3VWDPDTQkQFkqvmpAUMU,2,6,Something to Believe In,['Young the Giant'],Young the Giant
0yTJtxZJ5VLfBEHhiNUNeY,2,2,Silvertongue,['Young the Giant'],Young the Giant
00kYtO6UJq0q9aJ1n3iY1c,0,5,Girls @ (feat. Chance the Rapper),"['Joey Purp', 'Chance the Rapper']",Joey Purp / Chance the Rapper
0qLt7pQhm8LDxFgI0YXdlY,0,5,Heavenly Father,['Isaiah Rashad'],Isaiah Rashad
3KiEydhjn7yf58h9jBD5Sa,2,6,U Mad,"['VIC MENSA', 'Kanye West']",VIC MENSA / Kanye West
2PqSNVmiEQpFkLoNPoDfwI,0,5,Gospel,"['Rich Brian', 'Keith Ape', 'XXXTENTACION']",Rich Brian / Keith Ape / XXXTENTACION
3Zau3JcrZcBfw8aVjKGkSX,0,5,Amphetamine,['Smino'],Smino
5M52AZwy5D38FKzpEPqCE6,4,7,Zacharia,['Bad Sounds'],Bad Sounds
66UcQu5LBo2A7AC0A5r0lI,2,6,Wi Ing Wi Ing,['HYUKOH'],HYUKOH
6B80GgC6d1IqNuFnidibLx,2,6,So Good (feat. Ty Dolla $ign),"['Zara Larsson', 'Ty Dolla $ign']",Zara Larsson / Ty Dolla $ign
1P3frhEyo1uLvIj7RdFoX4,0,5,Come and Get Me,['Lecrae'],Lecrae
2grjqo0Frpf2okIBiifQKs,2,6,September,"['Earth, Wind & Fire']","Earth, Wind & Fire"
0PJIbOdMs3bd5AT8liULMQ,2,6,oui,['Jeremih'],Jeremih
1F1mjNpoWLXFGAtJZvhtLC,2,6,Gettin' by,['ONE'],ONE
2w5LeXk1AkXYREDpNdnWXs,4,7,Ocean Drive,"['Babylon', 'San E']",Babylon / San E
0e7ipj03S05BNilyu5bRzt,4,7,rockstar (feat. 21 Savage),"['Post Malone', '21 Savage']",Post Malone / 21 Savage
6lvJDlBrtabJWiBlMTGxKs,1,1,For the Damaged Coda,['Blonde Redhead'],Blonde Redhead
4l62h4tiuUwn7eD6hxMlVQ,4,7,It's Everyday Bro,"['Jake Paul', 'Team 10']",Jake Paul / Team 10
3wkF5I538GdZ677MSGRF5d,2,9,VVIP,"['JOWOOCHAN', 'Sik-K', 'Gaeko']",JOWOOCHAN / Sik-K / Gaeko
19gEmPjfqSZT0ulDRfjl0m,0,5,Hot N*gga,['Bobby Shmurda'],Bobby Shmurda
2bjwRfXMk4uRgOD9IBYl9h,0,5,Portland,"['Drake', 'Quavo', 'Travis Scott']",Drake / Quavo / Travis Scott
5SsR3wtCOafDmZgvIdRhSm,2,6,Man Of The Year,['ScHoolboy Q'],ScHoolboy Q
6971rtSBwGsBB4NXj0nNcc,0,5,No Jumper,"['Wasiu', 'Meltycanon', 'Dear Lola']",Wasiu / Meltycanon / Dear Lola
2q4rjDy9WhaN3o9MvDbO21,2,6,Kiss Me Thru The Phone,"['Soulja Boy', 'Sammie']",Soulja Boy / Sammie
5kJkL8TEs1hcQJfKjnFuOf,2,9,Hyung,"['Dumbfoundead', 'Dok2', 'Simon Dominic', 'Tiger JK']",Dumbfoundead / Dok2 / Simon Dominic / Tiger JK
1fG3GhVjjllIurQSNKiQgx,0,5,"Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright)","['DJ Khaled', 'Big Sean', 'Kendrick Lamar', 'Betty Wright']",DJ Khaled / Big Sean / Kendrick Lamar / Betty Wright
1q1ds5yuwDOZIdoRLy1yHd,2,6,Dopamine Lit (Intro),['Lupe Fiasco'],Lupe Fiasco
4MQXYnO0IP5wJbphK2elZW,0,5,Reflections,['Kaiydo'],Kaiydo
0lpRp9KzzMbC0w1uiL7H7f,2,6,Fruit Punch,['Kaiydo'],Kaiydo
1CKhx6sSkUxzomXnYZqSMh,0,2,TOKYO,['BROCKHAMPTON'],BROCKHAMPTON
4e6ZN0EcEqYx74BTC5xQzy,4,7,The Man,['Aloe Blacc'],Aloe Blacc
2Fs18NaCDuluPG1DHGw1XG,2,6,Life is a Highway,['Rascal Flatts'],Rascal Flatts
5NtxvvDgaXLr1ppynPw2Dx,1,1,Samidare [from Naruto Shippuuden],['Bird Of Pray'],Bird Of Pray
6s4kWgzQwsueo3mfllY1s6,0,5,Dead Wrong (feat. Eminem) - 2005 Remaster,"['The Notorious B.I.G.', 'Eminem']",The Notorious B.I.G. / Eminem
1Z7C8ClE8UEaH70jCCeJH2,0,5,Ten Crack Commandments - 2014 Remaster,['The Notorious B.I.G.'],The Notorious B.I.G.
1xIxMz1sNQ4b6svH1GuTtF,0,5,Gimme the Loot - 2005 Remaster,['The Notorious B.I.G.'],The Notorious B.I.G.
19FsxX4RthRMZGfXkImdCb,4,7,Notorious Thugs - 2014 Remaster,['The Notorious B.I.G.'],The Notorious B.I.G.
4INDiWSKvqSKDEu7mh8HFz,4,7,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"['The Notorious B.I.G.', 'Mase', 'Diddy']",The Notorious B.I.G. / Mase / Diddy
2g8HN35AnVGIk7B8yMucww,0,5,Big Poppa - 2005 Remaster,['The Notorious B.I.G.'],The Notorious B.I.G.
7KwZNVEaqikRSBSpyhXK2j,0,5,Hypnotize - 2014 Remaster,['The Notorious B.I.G.'],The Notorious B.I.G.
5ByAIlEEnxYdvpnezg7HTX,0,5,Juicy - 2005 Remaster,['The Notorious B.I.G.'],The Notorious B.I.G.
45OfR7ugJMgbFDuNOVpIq3,4,7,Party on the West Coast (feat. Snoop Dogg),"['Matoma', 'Faith Evans', 'The Notorious B.I.G.', 'Snoop Dogg']",Matoma / Faith Evans / The Notorious B.I.G. / Snoop Dogg
6S5SJlNXgrUBTLa58NMwGk,2,6,2 Of Amerikaz Most Wanted,"['2Pac', 'Snoop Dogg']",2Pac / Snoop Dogg
5NLO5Y8BQOEDyrJ6Y906CB,0,6,Hit 'Em Up - Album Version (Edited),['2Pac'],2Pac
1JClFT74TYSXlzpagbmj0S,2,6,California Love - Original Version,"['2Pac', 'Roger', 'Dr. Dre']",2Pac / Roger / Dr. Dre
3j9UIPpivEXyfV67agjXKH,2,6,"All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)","['2Pac', 'Yani Hadati', 'Snoop Dogg', 'Nate Dogg', 'Fatal']",2Pac / Yani Hadati / Snoop Dogg / Nate Dogg / Fatal
7sKt5Y2zJpYw78iAxndB8y,4,7,Only God Can Judge Me (ft. Rappin' 4-Tay),"['2Pac', ""Rappin' 4-Tay""]",2Pac / Rappin' 4-Tay
4VQNCzfZ3MdHEwwErNXpBo,0,5,All Eyez On Me (ft. Big Syke),"['2Pac', 'Big Syke']",2Pac / Big Syke
5g9lS8deSIxItFBmZRC4vN,0,6,Ambitionz Az A Ridah,['2Pac'],2Pac
7HRv1sYuwgoea1m0JRvChV,4,7,GOLD,['BROCKHAMPTON'],BROCKHAMPTON
1H3GqbebLfBjqY8rW9oVyq,0,5,BOYS,['BROCKHAMPTON'],BROCKHAMPTON
4m2lVqfPeSTD3azgBJHowK,2,6,FAKE,['BROCKHAMPTON'],BROCKHAMPTON
5Jp0avXwxgYt75sjxQJxWw,2,6,SWIM,['BROCKHAMPTON'],BROCKHAMPTON
6ntPF24RtHotzc3FhcFMH7,0,5,BUMP,['BROCKHAMPTON'],BROCKHAMPTON
7ttVZD2510CE1pXJPJp0OQ,2,6,MILK,['BROCKHAMPTON'],BROCKHAMPTON
5bknBRjKJZ643DAN2w8Yoy,4,7,FACE,['BROCKHAMPTON'],BROCKHAMPTON
1cuYCAodLWgzhwE2KFZ8rC,5,8,WASTE,['BROCKHAMPTON'],BROCKHAMPTON
5u0ST4fd1oLp4SOpoWWXGl,5,0,COTTON HOLLOW,['BROCKHAMPTON'],BROCKHAMPTON
6rGeaDhToeQnakuZVK8J2I,0,5,JUNKY,['BROCKHAMPTON'],BROCKHAMPTON
3ImJurxjtL8FutkeQ6uPRK,4,7,CANNON,['BROCKHAMPTON'],BROCKHAMPTON
65PAfalCshV7G8D6vb21Bi,2,6,Dirt,['BROCKHAMPTON'],BROCKHAMPTON
1vVNlXi8gf8tZ7OhnEs4VE,4,7,A Lie,"['French Montana', 'The Weeknd', 'Max B']",French Montana / The Weeknd / Max B
4MnHvx4W6eMx4d2vZP5ONK,0,5,So Excited,"['Fat Joe', 'Dre']",Fat Joe / Dre
33z5crv3IO5U2BOi8xod92,4,7,Something New (feat. Ty Dolla $ign),"['Wiz Khalifa', 'Ty Dolla $ign']",Wiz Khalifa / Ty Dolla $ign
4Iy73U3ZqfhF1cxPDRSMKp,2,6,Audi.,['Smokepurpp'],Smokepurpp
4Y7zwyG1XrwRYXsBqUtQGp,4,7,Feelins,['PnB Rock'],PnB Rock
270aLuFCbX32hhBr8MQyPM,4,7,Love U Better (feat. Lil Wayne & The-Dream),"['Ty Dolla $ign', 'Nathaniel Alford', 'Twice As Nice', 'Lil Wayne', 'The-Dream']",Ty Dolla $ign / Nathaniel Alford / Twice As Nice / Lil Wayne / The-Dream
6HicBL9RxtWwNK7sS2AHHU,4,7,Phone Jumpin,"['Dave East', 'Wiz Khalifa']",Dave East / Wiz Khalifa
25oOaleife6E2MIKmFkPvg,2,6,Relationship (feat. Future),"['Young Thug', 'Future']",Young Thug / Future
7Jd3almoehzurMOYuy2eIE,0,5,Built My Legacy (feat. Offset),"['Kodak Black', 'Offset']",Kodak Black / Offset
2QZDqT5HDH7NCS11UJhx8y,2,6,Batman,['Jaden'],Jaden
1GHKLtF0vR7T9C3DtAEPIl,0,5,Sway (feat. Quavo & Lil Yachty),"['NexXthursday', 'Quavo', 'Lil Yachty']",NexXthursday / Quavo / Lil Yachty
1W8vII5CLpMMzAGvGlAgCk,0,5,Liife,"['Desiigner', 'Gucci Mane']",Desiigner / Gucci Mane
0iTCmKvuU1ReULiQB0rI7n,2,6,Tone It Down (feat. Chris Brown),"['Gucci Mane', 'Chris Brown']",Gucci Mane / Chris Brown
7F1LWA9sIlTorHUo4amGqk,4,7,Reminder - Remix,"['The Weeknd', 'A$AP Rocky', 'Young Thug']",The Weeknd / A$AP Rocky / Young Thug
40oKW22ZNNkEdZLJTScaQI,0,5,Roll in Peace (feat. XXXTENTACION),"['Kodak Black', 'XXXTENTACION']",Kodak Black / XXXTENTACION
1MQ8ydvrTnn2QJgXFATJvD,0,5,Ex Calling,['6LACK'],6LACK
3Ta5I85U4i8YPIJ7K7iMaF,4,7,The Window,['Draper'],Draper
6DdnNeBDDszDQ225saoZJP,0,5,Killin It,"['MAN1AC', 'KOONTA', 'Babylon']",MAN1AC / KOONTA / Babylon
5lJz2AYwwMxq9SuEGCa9GR,2,6,Birthday,"['Ja Mezz', 'Dok2, Jay Park']","Ja Mezz / Dok2, Jay Park"
7bA210zpBl1tWztHO8gt08,2,6,Eyes On Me,"['Junoflo', 'GSoul', 'Dok2']",Junoflo / GSoul / Dok2
3lncaMwTfJ0fAWHg5MeOmY,0,5,SEARCH,"['Hangzoo', 'Young B.', 'Car, the garden']","Hangzoo / Young B. / Car, the garden"
4kiD38roQQBlqEGMyTJXXh,2,6,Brrr Get$,"['Nucksal', 'JOWOOCHAN', 'Gaeko', 'Don Mills']",Nucksal / JOWOOCHAN / Gaeko / Don Mills
3B4q6KbHbGV51HO3GznBFF,2,6,What I Got,['Sublime'],Sublime
248OFOZef6ShXv6DGgbnxU,4,7,Saved,['Khalid'],Khalid
5geeTRRcsIg0MS5TvtBtHU,4,7,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)","['GoldLink', 'Gucci Mane', 'Brent Faiyaz', 'Shy Glizzy']",GoldLink / Gucci Mane / Brent Faiyaz / Shy Glizzy
6a6z50nUwGTn44jn69fh7q,4,7,Mrs. Jackson,"['Elujay', 'Rexx Life Raj']",Elujay / Rexx Life Raj
15EPc80XuFrb2LmOzGjuRg,4,7,Crew (feat. Brent Faiyaz & Shy Glizzy),"['GoldLink', 'Brent Faiyaz', 'Shy Glizzy']",GoldLink / Brent Faiyaz / Shy Glizzy
0725YWm6Z0TpZ6wrNk64Eb,4,7,Super Rich Kids,"['Frank Ocean', 'Earl Sweatshirt']",Frank Ocean / Earl Sweatshirt
6MEDfjHxnVNcYmHe3mM6L2,2,6,Sweet Life,['Frank Ocean'],Frank Ocean
2ZWlPOoWh0626oTaHrnl2a,5,0,Ivy,['Frank Ocean'],Frank Ocean
6Nle9hKrkL1wQpwNfEkxjh,0,5,Chanel,['Frank Ocean'],Frank Ocean
6R6ihJhRbgu7JxJKIbW57w,0,5,Provider,['Frank Ocean'],Frank Ocean
35xSkNIXi504fcEwz9USRB,5,0,Solo,['Frank Ocean'],Frank Ocean
19YKaevk2bce4odJkP5L22,5,0,Nikes,['Frank Ocean'],Frank Ocean
5GUYJTQap5F3RDQiCOJhrS,5,0,Self Control,['Frank Ocean'],Frank Ocean
7DfFc7a6Rwfi3YQMRbDMau,5,0,Thinkin Bout You,['Frank Ocean'],Frank Ocean
7eqoqGkKwgOaWNNHx90uEZ,4,7,Nights,['Frank Ocean'],Frank Ocean
3xKsf9qdS1CyvXSMEid6g8,5,8,Pink + White,['Frank Ocean'],Frank Ocean
6m3ZXs465Rt4Tc1iiLktXL,5,0,Broad Shoulders (feat. Chance the Rapper),"['Taylor Bennett', 'Chance the Rapper']",Taylor Bennett / Chance the Rapper
5gLJFqhjXwsxJdrugDIQDq,0,5,Miss My Woe (feat. Rico Love & Chris Bosh),"['Gucci Mane', 'Rico Love', 'Chris Bosh']",Gucci Mane / Rico Love / Chris Bosh
7te8KmPRNtKd1iScZEQMjR,0,5,Jumped Out the Whip (feat. A$AP Rocky),"['Gucci Mane', 'A$AP Rocky']",Gucci Mane / A$AP Rocky
5uqwEl9dOaplxosHJuUH8t,0,5,Money Piling,['Gucci Mane'],Gucci Mane
2jIT1TfSIjVik7Qu1B6P5h,0,6,Make Love,"['Gucci Mane', 'Nicki Minaj']",Gucci Mane / Nicki Minaj
3l4ha5okkyLgMAFIKRSNVG,2,6,Tone It Down (feat. Chris Brown),"['Gucci Mane', 'Chris Brown']",Gucci Mane / Chris Brown
4qlQBM4lRFkan2OgfGN8jc,0,6,Lil Story (feat. ScHoolboy Q),"['Gucci Mane', 'ScHoolboy Q']",Gucci Mane / ScHoolboy Q
6caIcht74B4Va40TMw2p6e,4,7,We Ride (feat. Monica),"['Gucci Mane', 'Monica']",Gucci Mane / Monica
0P4eZjsvrnwmWqTO8xUlCT,0,5,Changed (feat. Big Sean),"['Gucci Mane', 'Big Sean']",Gucci Mane / Big Sean
3hrOvNITonGR2U41YUfaPW,4,7,Money Make Ya Handsome,['Gucci Mane'],Gucci Mane
3zyySJVPMSDF57tB7KbWlI,4,7,Members Only,['Gucci Mane'],Gucci Mane
17HlhTU351nr8MncIGppDk,0,5,Enormous (feat. Ty Dolla $ign),"['Gucci Mane', 'Ty Dolla $ign']",Gucci Mane / Ty Dolla $ign
17DjWsC0G9YQtAiepG3c5v,0,5,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),"['Gucci Mane', 'Slim Jxmmi', 'Young Dolph']",Gucci Mane / Slim Jxmmi / Young Dolph
1XRgIKC5TPwo7nWGyKqgG0,2,6,I Get the Bag (feat. Migos),"['Gucci Mane', 'Migos']",Gucci Mane / Migos
0KA5Cc68h9qitLwTadHBpa,2,6,Back On,['Gucci Mane'],Gucci Mane
20d716Zgi9dRE2g7wnhMqt,2,6,Happy Hour,['Weezer'],Weezer
0ecSv5kmkCBBYIt9JJyLh0,4,7,Backstage (feat. Miguel),"['OverDoz.', 'Miguel']",OverDoz. / Miguel
73fmW1b06uvxQu97TasHcJ,2,6,No No No,['GASHI'],GASHI
2EPbvVyo2qrrmeiEm57Cfl,2,9,Don't Judge Me (feat. Future & Swae Lee),"['Ty Dolla $ign', 'Future', 'Swae Lee']",Ty Dolla $ign / Future / Swae Lee
4ayIDD3cOVqsSLblJmmPP1,2,6,Eddie Cane,['Young Dolph'],Young Dolph
69R7iiljD7i7pDMWPp1snL,0,5,Thinking Out Loud,['Young Dolph'],Young Dolph
45IK5ukWbwCmL95dXsmVnV,2,9,While U Here,['Young Dolph'],Young Dolph
60TBexDmR2bezC33mXKpxv,0,5,Believe Me,['Young Dolph'],Young Dolph
4gqRjOdPwt6tFFZHFzywtE,0,5,All of Mine (feat. DRAM),"['Young Dolph', 'Shelley FKA DRAM']",Young Dolph / Shelley FKA DRAM
430Bl42cdlGIWqagDm38sc,0,5,"Go Get Sum Mo (feat. Gucci Mane, 2 Chainz & Ty Dolla $ign)","['Young Dolph', 'Gucci Mane', '2 Chainz', 'Ty Dolla $ign']",Young Dolph / Gucci Mane / 2 Chainz / Ty Dolla $ign
3xNLFPiiJGmwkjQAS7tVqu,2,6,Drippy,['Young Dolph'],Young Dolph
3cRZD2Kih52tEI1YuFPgKv,0,5,Point Across,['Young Dolph'],Young Dolph
1ILeal2l6Jh19eSW8HZewb,0,5,Pacific Ocean,['Young Dolph'],Young Dolph
0xSLJxGbnhA6FHtar3CEmc,0,2,What's the Deal,['Young Dolph'],Young Dolph
1ZY1PqizIl78geGM4xWlEA,2,6,Gorgeous,['Taylor Swift'],Taylor Swift
3kciYQvHGFkQYaZd0m1Pbc,0,5,Group Home,"['Future', 'Young Thug']",Future / Young Thug
1KF7iLK6wK3hjjtqxjRiym,4,7,Mink Flow,"['Future', 'Young Thug']",Future / Young Thug
3IJ6BBFLD2I2CH3hHFQj3O,0,5,4 da Gang,['Future'],Future
0jPLBur1qXRfj3pbuJSX03,0,5,Killed Before,['Young Thug'],Young Thug
3C4FUqrrjuvWoHwsumWfIu,0,5,Cruise Ship,['Young Thug'],Young Thug
5b06JZjts6dgyyuY1m7roq,0,5,200,"['Future', 'Young Thug']",Future / Young Thug
06Gyf2pFDVmN5K8XAawG96,2,6,No Cap,"['Future', 'Young Thug']",Future / Young Thug
02opp1cycqiFNDpLd2o1J3,4,9,Big Lie,['Post Malone'],Post Malone
128o4fjGcbc1HQB0Kkt3Xl,2,6,Thoughts,['Michael Carreon'],Michael Carreon
7cQnIhLin7koR2sO2bt2KS,2,9,So Am I (feat. Damian Marley & Skrillex),"['Ty Dolla $ign', 'Damian Marley', 'Skrillex']",Ty Dolla $ign / Damian Marley / Skrillex
1Q7mhUVsCAWvzJkndM3wpm,0,5,High off You,['Yo Trane'],Yo Trane
6CcGqRVTfUp8nptLHKIk9v,0,5,Stay Ever (feat.Verbal Jint),['Lim Kim'],Lim Kim
2pg2TiYo9Rb8KeB5JjP7jS,4,7,Sativa,"['Jhené Aiko', 'Swae Lee']",Jhené Aiko / Swae Lee
64oWLmeRfpTwiuxthP7yCe,4,7,playboy shit (feat. Lil Aaron),"['blackbear', 'lil aaron']",blackbear / lil aaron
2IgbYlOlFpiSFYnsqB39lM,2,6,Jasmine,['DPR LIVE'],DPR LIVE
7oLXIyY1ZUexU0zcr39Xj0,4,9,LONELY,['SISTAR'],SISTAR
7rtIE6rmLN2FxMvL0cXBdm,4,7,Outside,"['Crush', 'Beenzino']",Crush / Beenzino
68ABnHNR4y2COQa4eaM6PS,2,6,Toy,['Block B'],Block B
0xrr78BL2JIDhoHPQetTbt,2,2,2NIGHT,"['Eddy Kim', 'punchnello']",Eddy Kim / punchnello
2fZ00UKwotKWzHPGdNtdK9,2,9,No. 9,['YoungBoy Never Broke Again'],YoungBoy Never Broke Again
4qUniCo4N6mwvCYCQpw3en,0,5,Curvin,['PPV TY'],PPV TY
3AZFKpW6zQ2sjF9yLgsDHi,0,5,Champs,"['Redway', 'Layzie Bone', 'P The Artist', 'Lil Cray']",Redway / Layzie Bone / P The Artist / Lil Cray
3TTY4BamRCn2TdRcWzpqbr,0,6,That's Okay,"['Rahmeen', 'Ugly God']",Rahmeen / Ugly God
4cDYVX4qk2vowfvaB0UisU,0,0,Cali,['Reid'],Reid
3ZLyt2ndLFBh148XRYjYYZ,0,5,All We Got (feat. Kanye West & Chicago Children's Choir),"['Chance the Rapper', 'Kanye West', ""Chicago Children's Choir""]",Chance the Rapper / Kanye West / Chicago Children's Choir
48UPSzbZjgc449aqz8bxox,4,7,Californication,['Red Hot Chili Peppers'],Red Hot Chili Peppers
3hGB6zmV7vI5jPAJxTW6Br,2,6,Otter Pop,"['Shawn Wasabi', 'Hollis']",Shawn Wasabi / Hollis
5R0gQ30puwU1ffBH6ccEwq,0,5,Versatile,['Kodak Black'],Kodak Black
6saTfdZOJnY6nK0mCjCizw,0,5,Change My Ways,['Kodak Black'],Kodak Black
6WNekKZLNcUthzBAHugrON,2,6,6th Sense,['Kodak Black'],Kodak Black
567CrVjCl2p3qmZqMKfOD9,4,7,Don't Wanna Breathe,['Kodak Black'],Kodak Black
1JM0j7n1B8VcwFGIBTe9AM,0,5,Need a Break,['Kodak Black'],Kodak Black
6utv1xxjU7R8nMSzYBPsnz,4,7,First Love,['Kodak Black'],Kodak Black
6X5x6uOKio6vBiHyptfkGV,0,5,Unexplainable,['Kodak Black'],Kodak Black
